Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Romania,ROU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28476548398.0939,27167562744.3651,28864928394.721,33998093295.7258,37365713114.2503,36167538210.8175,35752490065.4984,36310080669.8606,38541497231.8305,39352121310.0397,42497717327.9312,50363032138.425,64554889217.6053,83713208224.3201,105114843645.476,137194522706.509,179821620980.797,185806979329.59,174728039006.705,173846344402.983,176087843661.44,184915002790.657,191265804722.004,188682739928.895,187723226261.979,195819835399.035,
Russian Federation,RUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510749676619.787,458309304014.227,433096140706.777,393237319280.177,392142481596.206,386290691745.438,391636381756.934,314753869501.727,258144064850.698,250285600911.298,259617510212.429,305800822207.02,374040588206.079,490776146810.062,638474414865.213,830146045459.068,1079991574739.49,1368593360561.51,1318495283588.77,1425122679219.7,1593657391384.67,1936246543891.33,2181557406002.39,2142026262332.14,1721577020990.69,1426346497461.85,1355592546067.61,
Rwanda,RWA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,131295150.028418,122716381.80821,114092736.095306,138215711.325934,146734495.836553,157400472.259926,167856010.757528,199047175.772746,218140408.067196,227911412.204587,248411595.553084,290136997.953306,336606641.352089,429043041.160563,588069787.466121,744241385.214709,872534719.025959,1139966426.24975,1380359827.63756,1508009182.95593,1472803806.5368,1481100732.02399,1449985600.79038,1596555055.54828,1895272887.07973,2147002259.84388,2496516450.45931,2545220119.32517,2532923226.75427,2275168083.2258,2284750430.23582,1962893645.2878,901148786.623152,1251231064.97308,1348683836.99401,1689794960.56599,1839418214.45459,1943766378.3745,1939110733.49615,1846058794.41248,1842030433.59986,1831959944.74837,2053881051.41969,2471142052.93112,2908364097.09913,3491222531.92641,4384559653.06449,5110416280.51535,5721355239.90121,6359608117.62949,7075480863.89866,7536474829.47977,7999444987.77474,8311052792.35971,8437794901.0767,8797891811.58625,
South Asia,SAS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,51274881334.487,56769635508.7121,64567156440.3458,69050371498.0628,68134438735.4278,70485770508.3659,70319122885.9375,77133624236.1552,83555970833.2095,88282877113.4936,93119339977.7943,107647723703.889,127551009580.653,148730250282.827,147748471792.205,154269343839.375,174607004725.207,195011143851.871,239486673372.121,270147617222.749,271200757038.125,272841595085.833,276985491124.696,292762946121.659,318040070062.533,363532409198.017,411905208797.608,418101588247.983,423973172933.24,401182217361.677,411530577585.252,403382667764.523,428708364251.759,469824716729.566,519171506002.306,540121598486.196,552495586750.375,590081029242.338,611543654115.785,633364683877.55,653894514192.108,742943555348.232,880525331124.273,1035550406852.41,1169255681898.72,1368533502788.72,1514710372024.26,1702242274033.62,1892241278383.4,2143664831964.95,2354430303809.7,2464557895839.14,2573133054509.49,2687960850413.32,2857346719322.08,3092461002640.79,
Saudi Arabia,SAU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,5435734825.0783,6128181027.11925,7324505247.71696,10730744234.5199,22275888871.6563,33423758006.8364,62580571928.8975,72020352025.0007,76856440622.0832,102047118614.969,138323471418.994,170441652486.767,153462151059.282,132483441629.394,125790083576.011,118168393679.099,126013515140.221,111202488676.616,114980725960.054,110870474872.339,119902488378.254,139442110544.965,146898301852.472,142927060373.838,140700001556.632,145558308991.921,152920314761.388,159683414570.586,158553248018.21,154452768308.485,168380094204.982,180566440598.76,182489618865.501,212909508163.569,255448393401.351,301363272727.631,346984312399.348,397982552107.371,477856405107.28,476649816278.407,514151869110.203,590301396264.712,699602131329.778,761787906037.701,786949123469.059,754105784962.456,701245062349.548,661783992063.551,
Sudan,SDN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,1504395485.41558,1537847051.81111,1569262104.58498,1724514325.35931,1717571910.68679,1794367906.20652,1942253799.41616,2096387949.79334,2363507017.18725,2606351100.62092,2751918325.13927,3345852888.11147,4581752354.2213,6075500351.76039,7254485362.25398,8161073080.61398,8193533040.95955,8966082912.61781,9100878189.73381,9918237393.39466,9667036147.28033,9059103408.92682,8277045507.4271,8833204208.37156,12410912055.0738,18699343665.995,18919952644.0318,17908115130.9589,13612807847.6013,11770051228.651,9292605382.11102,8579165752.81827,8976559566.44781,11683286769.2558,11894839235.452,11849065576.2228,10649747208.3157,10890159356.9108,11239078594.407,11847651212.8215,13165244357.5962,15167631673.6415,18221133637.7035,22641535008.0497,29143685077.1128,37303446373.7977,47038308884.0441,50852515378.9138,55349737871.0833,59585714320.6379,62003580416.3127,44915092564.0084,69010572510.1518,77258703649.1374,84892757259.7597,96413001561.3246,
Senegal,SEN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,1356704838.58972,1285196345.3374,1376590537.92767,1384351725.64872,1561522711.82142,1738230859.56535,2163995722.58033,2754003533.72049,3045515103.6523,3061388212.99179,3101006929.54455,3901832083.82566,4439256518.01378,4636935457.99804,4436517454.11353,3609477282.7189,3447996527.59205,3543176565.99807,4208792597.80968,5584371292.09489,6616792703.55934,6764661940.95065,6803716629.83058,7030391023.82866,7672404374.9865,7491600000.31547,6353469603.58949,6239065909.60264,6089285057.91715,6311525431.20187,6345448508.08968,6440169493.27337,6392758933.94987,6333648605.2063,6221257324.09289,7472533464.69637,9354028297.37117,11094250119.8685,11837853463.7429,13146468682.8397,15274577491.5916,16499184259.0556,16996175403.4896,17066667976.5568,17878004757.3979,18734984698.2478,19512393620.2394,19254649736.687,19055913691.1082,19655512303.899,
Singapore,SGP,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,850959835.701047,945692540.581453,926611723.858724,1016549648.22705,1149154291.61154,1298726035.65837,1499722670.21604,1734665795.46047,2000943150.63719,2295791003.68258,2763493399.25085,3522010914.77287,4664990021.98222,6038219095.79654,6731641993.64674,7046668040.54132,7984400951.8401,9531448917.90325,11398786598.9635,13613036715.7727,15029373168.952,16526064387.4284,18911818804.2381,19401498770.1627,20019823109.732,22393800907.0956,26474726677.9146,30198804680.0354,34899820280.133,40688339523.9092,49486224877.4932,58833879736.1214,71040733157.2713,83220559861.5184,94112605700.524,105332852746.033,94302225424.235,92692277970.9178,95328957843.9798,90993251193.4697,90854532266.8004,95076938685.7099,106872852984.949,121000619768.839,141184443335.339,163611436381.773,177501676359.145,184917150709.702,227376809398.305,250424751708.713,271512893649.939,295500503826.357,308340050356.284,298995580858.996,293523836726.233,306047660937.196,
Solomon Islands,SLB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263267388.962799,254603412.63301,289601849.779896,323471076.300404,330515120.696048,545987321.331615,516287104.904925,490690094.425246,415340820.597639,394191865.017359,365814092.429124,372801063.590282,393620035.235523,420209400.998295,465149699.783901,473509886.606118,491029426.118345,422362427.552027,476213133.209839,584408230.590712,830995682.858437,1010555562.08022,1080725877.89458,1129704806.42027,1129458890.87828,1172029681.01962,
Sierra Leone,SLE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,379372595.538456,394473233.667914,393918526.357619,375679899.061497,371951397.365382,405281257.445345,434366554.172062,455979947.744468,472163063.756029,547504039.316321,669161265.89556,754347018.051335,691596414.154498,675666575.261989,774550036.264902,1030655981.91387,1242542009.63154,1247961687.02837,1248897608.74406,1075899503.70504,1088018821.88594,915095179.081692,684228800.539979,711558361.688463,726205321.984505,885504198.877674,802290037.759578,756358268.031916,573043776.150004,685030429.966164,700446000.383545,779168549.150922,890632420.915842,847597491.234829,744423517.897872,679236768.568897,659079807.072081,711152806.465782,1013331979.90023,1416027903.68565,1513521200.53234,1635060502.33095,1766216016.3029,2180664503.6689,2573200045.36669,2747690343.15304,2687442928.46987,2804879453.52486,3588251581.01244,4533244167.9824,4877344089.52318,3979817204.09393,3541141908.06504,3882178350.55828,
El Salvador,SLV,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,1004209161.53872,1043600821.74394,1087098227.54262,1143196976.86955,1215713916.22845,1337356672.76852,1526057028.358,1769255333.54284,2000412810.00859,2244816912.9813,2645818918.39752,3142248166.49502,3510493033.39081,3487032734.02478,3400418744.30928,3237664194.02485,3237134336.46508,3382626668.32352,3557747534.81469,3785598259.09383,4157390591.43603,4438148353.93236,4465034336.77001,4739680491.32137,4994275604.27227,5723607245.29472,6407395093.77514,7188253366.54048,8313003779.65613,9045407788.10664,9725759518.31888,10150820934.2536,10587358589.1783,11209713646.1298,11575487887.5186,11943030748.7529,12738383733.1058,13675870410.3239,14619246804.9974,15609686957.3185,16379990920.585,17571487375.9368,17341706126.4088,17817242194.8462,18999563057.0617,20023461788.6644,20976599304.2549,21471375995.7963,21678331733.998,22134161091.9809,22723163865.5846,
San Marino,SMR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21650127865.61,21190012320.1849,18048537592.5007,11464896503.7573,10855879098.0902,10744057343.1138,16931689381.9936,22936526024.5025,27001939145.735,29424064012.0237,33836481516.2098,41505849440.4815,44193144171.5611,42655382921.5457,42736202904.6702,41023502282.0204,43311506862.127,41612959300.7544,39319139259.2438,37399188223.4323,36382081375.1892,
Sub-Saharan Africa (excluding high income),SSA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,28634729894.4827,31014830077.6359,33253481266.7618,36024765513.9528,38312708413.6879,40279707181.0258,43119532021.5392,48001527945.3394,55469430022.823,60729606105.8147,66451895060.6914,79008411577.8176,106441821437.444,127625471041.753,140904790175.273,149114375048.197,161540778843.76,194608993613.089,238557275682.917,284532911257.616,309228119338.878,312727412903.156,285642177139.762,268642726113.469,269893507162.018,297822127703.519,336136089222.693,343265303850.767,336156322150.279,335677001909.02,330263686551.04,320183718092.365,315109931926.067,332870046008.296,354763945479.124,372307266923.917,359764157402.504,360654471254.858,363331687778.819,367928074115.807,383749821657.976,429178295426.882,536277616893.099,674553238948.599,807925206626.6,935873698382.031,1087177433875.61,1152599691886.24,1241978057890.19,1356523065730.33,1526320481638.71,1632667176061.82,1749206118634.2,1715748187810.08,1607824867146.76,1576130354665.3,
South Sudan,SSD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12321082288.8333,13729420253.3638,12162365470.9459,4780229605.66996,,
Sub-Saharan Africa,SSF,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,28646005158.1952,31027414031.6565,33267055414.4145,36038249281.7032,38328569586.5195,40295031298.8797,43134923940.0984,48015850859.355,55484334223.4217,60748118297.5407,66475055355.1902,79039894019.0473,106480705592.894,127669510698,140951433409.659,149158499334.366,161605293054.861,194712570167.967,238682842855.889,284668523928.266,309360954916.448,312852328709.862,285773127485.683,268795543492.032,270064367429.766,298033146965.509,336401413140.653,343573575400.993,336502603384.438,336040659246.229,330688112446.219,320646530199.956,315597089152.159,333358666246.678,355280989010.251,372877038032.642,360344321263.96,361244059701.086,363926162980.516,368524980982.433,384325909255.815,429801321287.31,537046455310.179,675480309122.408,808993819829.259,936920113218.337,1088146310749.32,1153491626157.13,1242892044257.9,1357488310655.74,1527337064533.75,1633803051584.68,1750417975119.51,1717056230245.23,1609133481487.12,1577488335459.72,
Small states,SST,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129362094660.108,145323064357.683,174651253350.15,208371634107.316,251631261364.682,297595384868.901,343998502231.273,344584645722.896,366273779452.904,398489563056.021,445024207795.998,486019999853.527,498935664808.159,485423858606.804,456355780765.121,447569914522.968,
Sao Tome and Principe,STP,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85008138.3266701,99829563.0969872,119038263.897535,139608605.669997,150123003.606763,169105429.18269,184202969.847806,204020897.104587,219156143.326194,232824936.56076,277002850.874254,321601559.593193,330843827.93422,346488358.500434,362034412.536757,
Suriname,SUR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,82434092.5473148,73171526.2456002,81617930.4463229,121881276.533537,152632517.957578,175582048.062653,184918807.016998,193740552.952071,211252160.397504,226981425.219953,252859189.471001,281985723.13475,352759745.527571,475635247.93631,507604870.835216,587877138.969335,690279153.971774,779505214.957191,824246425.211411,949461539.3113,907216517.605289,838804906.320207,851945693.01548,876224936.993213,919313043.87465,961166867.38877,1160646433.88289,886712699.297829,576721316.910974,468974800.653768,436983535.938831,417064069.482903,478956425.023075,585013523.350817,729363592.811187,834489878.80303,944667446.89429,908170671.227297,929683331.855504,796422433.27812,928634460.867389,1071714238.84341,1392461562.93901,1657394812.68069,2040565185.00885,2590221564.46868,3272473793.19484,3642437445.0233,4031946840.88259,4240455361.79816,4619112049.6793,4892921680.57664,5115537773.80539,4851361179.37212,3719716621.65704,2901786491.98056,
Slovak Republic,SVK,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22534007371.4858,26881583604.9036,29058413088.0329,29161061784.1607,28922884802.6185,29737507373.4318,30715346774.3949,32279941139.7454,37257794463.71,48358165376.1141,60805936512.3821,69271895537.878,79938983175.1609,92543626524.6535,91853492694.3952,92966923012.3354,93087504516.3553,94884066734.6315,98219613799.0015,98829747959.2407,95339057198.5825,92362394160.4851,90338307215.7294,
Slovenia,SVN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22435287031.8322,21902997746.7872,22540651712.8904,22582494131.0042,21910710106.9932,21923328231.7292,25347731710.7433,31345799126.6636,36893841518.0386,40028076740.021,44230895073.8395,49941521228.2337,49769448418.793,50318121842.9375,50480749956.5168,47896824883.2487,47572952494.1217,48542460885.4099,45897765922.475,44807704833.6973,45473570189.3516,
Sweden,SWE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,17459307485.263,18953038099.224,21008043841.5711,22921773939.6081,24885214609.8186,27249182393.5242,29866140128.298,32673213664.3944,36196254323.453,39582815871.2741,46092087103.2504,57368933124.7602,70004487793.9245,83268970462.1193,88142391732.7348,93189502860.9029,103122464802.172,122664689586.737,143740160849.225,145850334383.558,131177178172.883,112840370058.652,108542048671.744,109209944263.806,128275962163.774,162571584213.419,204111961989.499,221539365491.725,237620759860.812,250839440124.317,271623799655.576,245890760113.667,243180696684.79,247775653876.041,268697039473.772,277615070296.037,275402562019.124,273834174506.115,276993274315.125,261453264744.852,256525361788.361,290924651494.089,354807493824.406,410142400374.612,443526477966.686,475821251185.573,510597434567.058,482738630333.406,505495062115.537,525981573918.856,554362588603.114,584763961395.844,591236675530.036,567160317748.736,541078794030.563,529459794373.12,
Eswatini,SWZ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,136660806.335637,173492121.924141,226281621.093807,,,,,,,,,,,,,,,,1064364397.67856,1143536768.51993,1359835175.69582,1406346262.15851,1423323340.69382,1684829720.06359,1825438222.31822,1883700120.19614,1701530424.48719,1719884856.26338,1679333034.11311,1725479743.93653,1595229283.21936,1740667052.68724,2216639601.8862,3178742847.73462,3419673393.56285,3628454409.70276,3532605878.08071,3513424171.98809,3687273345.24401,4373235106.91334,4910532758.8897,5095737145.94748,4749415663.64956,4327390998.19773,4059470110.78092,4028254905.90732,
Sint Maarten (Dutch part),SXM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,12711107.2400386,14057814.9226837,15136465.7679458,15429795.818,17615148.824286,17446060.795482,17854218.1563469,17488537.4711734,18799507.1400027,22460843.7189834,27062838.4258768,35567621.4579209,44884056.4569915,51602296.2689415,55275165.4962921,54006510.6921688,72834681.6681419,110062248.328376,133709082.594074,147260529.201782,147484955.425121,140832074.974361,143959221.316074,162621410.51487,179670658.519729,219393424.014939,273146866.054282,314285167.907829,349820673.798224,366559256.830926,424922652.048912,461476607.697748,484721662.839462,486375271.910202,514697761.79161,566966770.220993,577080794.272281,586396983.827077,591253614.189695,593708710.848506,573338275.354885,620177198.087608,765379729.005078,923137323.580268,1064338640.1232,1043461640.70066,968021624.363401,892439364.261581,915022432.31011,966721405.818209,1019087898.12891,1137966601.66731,1214120278.59234,1309713681.14089,1309799238.85022,1358573198.57666,
Syrian Arab Republic,SYR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,1213946249.63451,1145372858.57136,1303940428.56433,1475795349.87918,1411161114.5147,1604442917.69574,1763037402.51276,2271559063.78815,2289285496.14471,2668034708.83764,3427787055.17343,3524256519.63356,5158600494.64462,7285292205.17504,8485131447.34422,8454842069.47057,9760002973.98322,11073789206.6092,14009350076.2325,16255010754.2243,16771254984.5459,16980798613.2477,16957971464.3083,18064747256.447,16307822751.9212,14466262039.2217,13928336689.746,10705834432.8996,11340002694.5477,12660436054.2227,14589688178.0503,14544473555.4859,13489778968.8806,12910666762.95,12600040808.7481,12961710149.9277,14399219288.8892,14284149235.7706,15898302510.82,18565862691.2827,20637840298.0052,21526212579.8059,24530949903.616,27653197369.0389,30953531963.2362,36176003944.358,,,,,,,,,,,
Turks and Caicos Islands,TCA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,350761456.447609,359030800.699963,367969997.415217,397148756.020843,418837497.68484,448567082.13373,465155862.84751,504090479.304546,508612096.411055,505842451.842109,559221571.459903,621425830.290703,749366295.224347,922341686.600331,930963665.38566,983538077.326399,1061155189.32088,975441093.687449,1085741926.88199,1059875624.17325,976226021.547717,927390700.602238,893031647.776606,1051313676.3768,1075953335.1663,1149285985.61238,1499511957.30686,1579718817.02291,1591272337.10885,1807318763.30047,2079122460.48011,1597052305.19664,1506908145.04092,1452304056.20792,1458321773.97805,1597798605.37806,1699928177.17273,1602709954.34813,1505642209.89924,1618836071.47472,1754605601.48628,1999093085.59403,3253426098.29431,4738569685.48888,5547862866.77082,6838801438.65144,7801183015.60274,9586075040.3831,10836185362.1595,10924144856.5338,12231688866.2818,12844539487.7707,13345689279.0116,12401710998.6153,10668020409.2576,9587433739.15987,
East Asia & Pacific (IDA & IBRD countries),TEA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,64515059107.7594,71979679124.8752,81987320233.9505,95222280085.5502,105921861882.554,102545853155.601,101935172588.46,117372149768.293,135108763908.75,142736023823.463,154543427656.381,191044667637.377,228533998189.792,271096892934.219,269811841240.5,291586766725.627,314584222609.593,352623555233.403,395532440203.867,425113044437.021,431633977830.195,433334074215.469,466481110145.401,507179426978.805,547781189834.996,582329664281.852,622843281061.669,636030736689.983,671011175398.277,730345395163.715,822332362432.016,905042059951.724,1029386352403.51,1199049933994.69,1412684947012.69,1549639579174,1471561348578.85,1530564007406.24,1657184600510.01,1803743172002.22,1970023379082.65,2256618345794.21,2675333841396.15,3100895926178.03,3615218355016.23,4370679544690.6,5364908893004.1,6275718585036.25,7393305019215.05,8602614733815.19,10132600114159.5,11488120259707.4,12574547370537,13176384833841,13674160107560.7,14424187159197.9,
Europe & Central Asia (IDA & IBRD countries),TEC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996480893206.222,945793412848.341,932405185279.284,860970443174.295,892560233799.171,921811408345.435,967450547021.04,911779276431.971,860970446225.709,902734062060.186,871166402745.915,940783330935.58,1103263643431.25,1409205937720.38,1787457143611.83,2189818726318.81,2700748559803.2,3297782184994.79,3294409253855.4,3510989633278.94,3795280882690.53,4288488877612.14,4700399863636.38,4699313638994.07,4157567572142.88,3696852693571.04,3600247680871.4,
Togo,TGO,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,137125379.041263,145804072.462441,168575683.175052,187990873.728143,215278650.102179,229018144.292535,246540932.481495,276139483.184504,275746220.367259,281687628.293285,320251106.782915,392311828.7178,527240677.758443,635511765.769577,658926939.335199,732176560.200444,854138087.141049,915335204.626598,1137318837.60883,1083325676.48443,918564350.706013,748595931.830754,726161803.405573,748069905.130232,851242196.527841,1060383743.25337,1393578027.79119,1464661165.75487,1516047737.61151,1545810895.65457,1646603193.8294,1345462058.26519,1258196521.40161,1276649439.01831,1355425299.9873,1582846617.7669,1505955368.16943,1500829105.8461,1518449454.94087,1457636137.97353,1493122970.43435,1795740890.34477,2156441201.16111,2361546905.69438,2433017982.83229,2544873157.8645,2919452257.41212,3319749218.31057,3581183843.80251,4048018995.49075,4013543032.57932,4334569084.24046,4555155935.33652,4685217018.20966,4580403230.37245,4749378480.06642,
Thailand,THA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,3282279481.79137,3595888779.77655,3882772150.19721,4324260578.0863,5084449306.2914,5736755833.88544,6392420799.67787,6884709880.9358,7629891639.36658,7944432171.49205,8434591762.35969,10620834372.2265,13484314523.3705,16270063165.8476,18127328026.729,20100241581.8937,23865638504.1278,28185418122.7538,33623677571.2405,36677396026.1459,37591300983.8421,38346312324.2038,40501659341.2632,41326560044.0971,44170344511.8263,51341494971.8276,63778703537.6484,73580150600.2014,84268006689.6566,95088392075.2368,108715838810.377,124381044488.669,141154282041.185,162804169950.33,177585057226.134,163028821968.554,128202711978.426,123330206316.538,124591823398.437,124785963188.291,127269561818.107,140770536486.571,164632608180.038,182747111167.308,204129296115.442,233317453836.339,263926249459.997,276652596994.953,308010041371.585,334255785085.69,374726227901.265,389996152971.446,394295923559.624,391810561674.802,392274652771.785,410529585611.767,
Tajikistan,TJK,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905032327.0764,1643435033.3102,1201740310.16628,1225871699.27776,1012676678.68648,988748327.043595,1067297425.11132,1083549354.38092,1067342330.22175,1030911902.75399,1082583817.67794,1349581330.9138,1775623695.85497,2172122476.2085,2571405702.2188,3124738080.00611,4141194557.66895,4860453340.11913,6933508323.42113,7849159573.75337,9088496865.98778,10760875608.7655,11177883591.4744,10606954037.0461,9661154769.62022,8874169922.24452,
Turkmenistan,TKM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3205657769.23356,2792123849.31186,2526972841.79011,2591546650.22026,2392705485.46899,2464035166.55899,2766853003.83401,2691409675.62753,2945078131.66624,3447928902.52531,4591805730.48531,6140045042.17631,7583604906.69371,9085452217.87148,11306611360.2726,14987480208.7699,17781034682.3897,20701691316.5986,24454791710.4832,29302609104.0159,34929613725.7925,39382084894.4375,39142691112.8301,38640020035.4504,36751411026.7475,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,119166043415.589,124771431384.11,137323175846.471,149840192475.065,161469797223.487,181490501499.766,204899509564.513,257177840887.152,334740359834.823,395291436401.167,426084561750.445,449266816328.799,501970982615.726,606265242197.801,731710443072.538,806786340438.203,780828152505.119,699625555601.185,677161733104.317,678398333973.844,719449209866.181,786784059351.934,850655708154.251,914017257750.092,977080888477.136,1157113038308.14,1311232846060.73,1442726908157.36,1574456643464.05,1705390573552.79,1879567944889.85,2053344526830.18,2077700325613.91,2001781540600.55,2072880337983.26,2038373776531.12,1930093123535.27,1943947709845.56,2131819318177.26,2423013923023.28,2835790265919.27,3361638861649.14,3935559583079.43,4079534512605.85,4589532169408.27,5125523481161.24,5740310004372.85,6040640010561.85,6030913672722.69,5576530918323.76,5175028801309.96,5136977940145.88,
Timor-Leste,TLS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740708680.531147,678277297.349839,621382283.129876,733169943.67078,1238336958.75963,1974507396.76738,2687444228.90601,2741078249.59746,3120838764.57261,3608306228.72801,3740677496.24957,4192347524.38336,3481792493.02909,3696996410.02459,2903852979.20965,2320619115.77138,
Middle East & North Africa (IDA & IBRD countries),TMN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313653308742.233,355210682533.395,385147300342.031,403554756395.295,412138393214.946,435330598092.133,452249667133.866,462770545382.638,504295132529.125,567716648234.33,654403115877.75,751372685602.143,894582539700.631,1072456299012.39,1191100546392.78,1316315236174.71,1375407558900.54,1568153208652.36,1654486431791.65,1639293651023.26,1510474006565.44,1505439068277.45,1440657208464.71,
Tonga,TON,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,64274705.1534609,64470154.7433891,67243658.8251113,72738488.5241506,81596702.7801489,100920554.689254,109810663.885925,116412689.39682,128255140.260428,138154398.981265,146334110.293891,174077706.279177,193106676.083383,219238592.389537,218326462.288386,214034776.5258,205124748.674497,201316074.03032,197436724.11977,196000388.678458,198686471.458511,219849378.554396,247656047.499689,276878394.100954,291718231.870023,333348344.608698,349613790.187826,371231910.219183,393459607.484374,442858896.775216,455635681.505,461258811.985729,455344303.056498,434750887.105165,433009596.407671,
South Asia (IDA & IBRD),TSA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,51274881334.487,56769635508.7121,64567156440.3458,69050371498.0628,68134438735.4278,70485770508.3659,70319122885.9375,77133624236.1552,83555970833.2095,88282877113.4936,93119339977.7942,107647723703.889,127551009580.653,148730250282.827,147748471792.205,154269343839.375,174607004725.207,195011143851.871,239486673372.121,270147617222.749,271200757038.125,272841595085.833,276985491124.696,292762946121.659,318040070062.533,363532409198.017,411905208797.608,418101588247.983,423973172933.24,401182217361.677,411530577585.252,403382667764.523,428708364251.759,469824716729.566,519171506002.306,540121598486.196,552495586750.375,590081029242.338,611543654115.785,633364683877.55,653894514192.108,742943555348.232,880525331124.273,1035550406852.41,1169255681898.72,1368533502788.72,1514710372024.26,1702242274033.62,1892241278383.4,2143664831964.95,2354430303809.7,2464557895839.14,2573133054509.49,2687960850413.32,2857346719322.08,3092461002640.79,
