Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Egypt, Arab Rep.",EGY,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,5534350991.47511,5771048919.08344,6432952423.73954,7452902779.97055,8397497876.96392,9533946247.41395,10781692491.9166,11275493940.2774,12655820123.6258,13695012143.7175,15026995974.7677,15944121321.25,17651029037.6006,21552871938.0957,23443277576.0144,25693498017.6185,26289052557.8899,30715860546.187,33693330948.4394,37651397711.8639,45293783683.2557,44764587268.9151,42825454815.655,42420796567.5884,42843318974.8254,44228056328.1856,45241295296.4408,50271041897.5298,57511719358.8057,64873021594.5228,73071402508.4259,79937842216.1202,88414978345.1626,97432762039.7928,100401229543.613,96961007286.0104,93621617455.3985,91393317938.247,92773289426.5228,101664349508.781,120046950302.691,146925987484.877,172103621771.546,196207056286.172,216689544179.291,245218939740.52,268092986922.482,292388273545.289,310214098825.636,326403681065.888,293195209237.749,
Euro area,EMU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,295590646259.491,326182224373.084,362736970451.54,404215492258.857,446633809493.351,487829761962.866,534534116624.617,590933093710.036,649884177499.174,717971758664.447,841481221189.098,1086665463941.39,1354526146115.44,1571639074447.21,1674704376858.57,1805632989999.36,2059682900074.56,2565237133953.9,3091469375185.55,3073431778165.97,2792055606631.41,2494265228954.12,2428919154776.31,2436224226714.81,2817997374991.65,3610176221411.78,4706616124025.86,5069265180896.45,5491001662635.11,5905286060859.87,6660772822529.28,6584251467726.84,6773685294959.29,7151416986977.24,7572198169929.3,7583168615071.88,7265936383398.9,7154036560978.29,7112743139797.93,6839292173175.53,6705098435441.88,7598692530665.43,9287623942902.64,10694593888562.7,11457015349012.9,12244655278679.6,13242989064594.2,13297023333824.1,13388025118093.9,13520054184109.6,13186056267834,13286440122891.1,13283603867594.8,12761227186613.8,12316204534057.9,12171643352881.9,
Eritrea,ERI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600670890.033276,600478396.385702,653043066.564363,708238131.919786,723779021.878029,704156534.743694,696072845.230783,742638741.02678,749383257.9641,778771884.447063,922192926.181596,1100996798.60081,1183884595.78872,1244706195.43845,1252035686.31288,1501264214.51896,1792118045.90974,2313033852.03835,,,,,,,
Spain,ESP,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,15590150082.2835,17979543841.4073,20166761185.1894,23299386117.8835,27029896903.8894,30406405492.6205,33422973182.5024,36985594977.6621,39623014448.362,44846246489.2841,55114898824.1183,73038048179.9435,96790621270.5336,116124819952.686,124191849037.23,133148098377.425,149035030576.007,186420069606.577,233171116440.799,238589553029.74,215987590563.629,185537206204.226,175760152161.383,175400607824.53,208650742482.2,275237980571.39,365272665203.497,415974910552.262,474882281455.723,534252400420.857,611783071373.64,591477413108.036,572960741677.296,589507144881.363,621416891011.254,634263478655.394,621768437516.262,625194447489.635,640371190093.017,634863805348.881,645591015288.272,761904966676.423,949229144282.425,1132095453276.52,1241640252576.48,1353032020963.97,1491000790799.72,1519365182505.62,1496361672605.57,1455807981443.94,1391924523869.24,1370607629756.8,1361822858308.28,1320187057090,1281827829993.95,1265880193815.81,
Estonia,EST,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5799700601.76662,6000211365.70059,6370463487.73638,7832225903.0547,10191533285.7576,13157672726.2491,15487840637.0938,18104309435.1957,20149533958.1466,19309347759.797,19358587695.4941,21062335694.4093,22356034032.1878,24091707331.0622,24779360214.4886,24177314112.5679,23466752946.4854,23923903128.858,
Ethiopia,ETH,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,8177251848.63745,8021911901.18377,7842945608.87037,9595625103.87791,12154127956.3809,12192104396.6164,11833494724.8378,12294356405.5571,12270070224.3361,11447320876.0237,11400517948.1386,9098295681.6366,8359529603.62911,8709379048.9475,8749819777.23463,7969964500.66197,8003894080.08151,8282808160.47557,8565169694.41642,8244554537.35118,8231634992.17292,10032643822.7899,12291510934.1238,14407106797.3316,17783871681.3498,23011340074.888,28930389370.8786,33247716569.7411,35237153539.824,38143234738.8908,44574863493.5552,53613560417.0118,60033906067.8136,67708956118.1226,77341544037.1858,
European Union,EUU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,864022330678.301,956671012578.463,1119124970741.51,1430605751762.48,1752205347373.68,2025901391608.52,2149425596946.14,2305955220225.51,2626059800218.09,3273153070696.64,3958344867378.08,4001227629665.52,3689065247904.29,3311649261677.4,3205842002471.67,3210195609913.92,3697849849824.41,4710534318325.49,6102966165694.56,6567180906706.99,7088335566472.23,7577713990263.5,8512330813696.5,8419403313605.54,8674931153650.99,9068341396644.91,9659582058704.72,9845434541705.17,9611945276288.95,9582672736333.29,9631980947041.01,9332017217371.24,9234678333689.11,10444893101304.8,12690279793201,14625421578382.7,15695343178650.9,16843406844445.8,18144493339543.4,17951275838463.8,17935904050330.5,18075214163052.7,17835124808280.2,18089040537362,18214450333949.5,17641433796554.2,17046172968282.2,16800744556979.2,
Fragile and conflict affected situations,FCS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198640570127.607,206155898226.406,238338113313.352,284428379420.584,326551798973.492,389638604513.611,483754238600.059,544259196079.678,607101941586.876,603117839835.856,754301345651.714,801261832020.959,832379809261.372,803754466995.15,779331213600.247,772511346198.054,
Finland,FIN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,6166011016.59257,6659535607.88397,7377415818.7366,8275717549.43325,9012167271.55537,9488694557.16972,9646755513.00775,10474257505.0013,11367359074.2432,12420046802.0319,14710178563.9767,18796188105.7049,24081362293.1672,29768052793.376,32303323631.0774,34055547826.4696,37587356526.8734,45438168774.9168,54705880652.7239,57505821203.845,56452539441.9886,52618645872.3398,52683773407.7419,54556333051.5661,63988515480.752,81257066986.4932,106554290682.684,119698629488.722,129671601288.623,125789654399.482,121844433787.333,104750906657.033,102648468461.57,112524789469.043,127950455422.951,137001266082.231,132920530969.185,134507954240.674,136751012170.655,133722027532.582,132678993546.253,149510376923.03,184041072776.512,210375644530.501,225091048559.784,243509116767.404,265228146847.995,259416667534.078,264585533301.117,268939441677.994,263522150764.599,267685631199.895,267563523261.683,255483913005.122,247519871006.536,245678932742.834,
Fiji,FJI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,118865283.506834,125007821.945361,135673486.248666,135618288.87363,145203293.52923,166346894.729859,174028044.767277,177185059.323627,207221440.472314,235244741.711583,287567744.190813,397090959.303165,527329652.910144,644322238.248182,719564386.494192,775855483.109614,831473437.69745,1030017022.8827,1185070765.50074,1326059006.78866,1202947114.16523,1085998800.64581,1164462890.44313,1127319585.86669,1284852062.99247,1279255760.21109,1293550966.00404,1295223022.68974,1306438613.11783,1315215794.97562,1482710763.98867,1577922547.47645,1707714503.29629,1906009203.02115,2090344436.18333,2048850165.24323,1837664937.81537,1899042788.0386,1812796976.42867,1744288591.48226,1768004443.37409,1977875660.64359,2482547389.65769,2953066364.78867,3000663470.69435,3197679108.32404,3387428150.02295,3295947096.35032,3139459224.07431,3261146900.29623,3578012019.61461,4080876988.07452,4208280896.67723,4290204064.06486,4311315281.15022,4501022095.693,
France,FRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,75160418254.0452,82897515069.3228,92738836781.4545,102258652329.856,111779091402.611,120642303536.189,131440173182.924,145474462117.943,156688901277.411,170050227046.183,194517699402.284,250448626600.733,311442169944.468,363623789395.798,388249383671.099,426478286539.018,484126491246.711,595781141792.528,723733404755.482,733992692800.438,673686008740.052,588080825986.467,556023560758.546,556492200325.371,648712199348.852,833122047246.363,1072382864855.24,1135578456479.97,1208914801576.48,1261976750356.5,1413239313532.58,1404778165310.87,1456565225348.9,1542562073539.73,1629448285758.2,1624328696695.98,1562475363569.95,1546307933495.63,1531496158148.7,1468542521094.08,1432072773361.71,1619651018148.24,1975011333761.08,2273810395505.54,2413351474314,2575090427939.33,2799397255241.29,2830353802269.15,2847766178869.17,2887312478699.62,2821146556487.93,2861768771381.32,2848975318578.78,2712170977663.76,2592777165998.22,2548256758835.48,
Faroe Islands,FRO,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220592345.844274,225447824.882724,237510216.730717,232471657.096996,229062627.256615,217459686.376827,221912602.87584,237757151.263219,241418916.027014,242421780.510585,254191559.441999,260045803.337493,271095568.110111,269511815.192217,268468383.324685,268478315.144636,290146358.296976,297972350.820377,317383423.406864,328782187.530304,335380661.742286,337019344.877238,379950462.6866,374093546.567723,382486649.5556,
Gabon,GAB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,170841075.9888,212043824.891258,176613128.960432,194223374.95533,228929496.420507,241325786.036736,262662268.460047,304356269.235098,336785947.120915,368968936.726473,419198222.42804,564468360.271464,1078590448.04934,1856414001.86995,2941692125.69931,2709185262.15954,2135476614.46441,2491821464.1933,3336537320.45711,3937952281.22621,3695130922.19719,3341475691.47663,3467392250.1312,3193851655.43753,3268387091.70291,2993634271.50843,3732911306.5504,4229284629.57425,4576829243.28,5045421382.48615,5133321392.51065,4562821079.31532,4369730592.10095,4239251640.34981,4562033053.01559,4877424252.20631,4615101410.29349,3933969198.27736,3800818497.27991,4307139621.00257,4637395869.21225,5103120125.11482,5821422178.33492,7660188457.74911,8205071082.32387,9695519041.54398,11099713141.346,11878817291.4976,12717327222.0969,13648522635.0591,15885666991.6929,16951995629.6,17562006666.4062,15520256825.6589,14205775969.0953,13469422361.3022,
United Kingdom,GBR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,136009061745.148,151885356328.079,176534742483.631,215809280261.028,241270246162.497,269888848850.171,277282594626.992,288970538182.728,328380358419.416,418801023024.698,528387517501.931,590197527786.208,589821889464.301,545845365075.609,513986494002.209,509180664668.399,570718579438.762,708841799567.179,904111098253.928,975084182582.887,1044678716242.96,1094367716656.26,1215572565710.85,1211868127111.36,1245330865201.66,1208131184215.96,1307902944422.81,1453608335947.81,1544026171086.49,1626532602491.25,1700977712730.36,1692388892839.99,1716038577227.62,1908365347272.95,2261080031624.04,2583078348799.5,2738096100943.53,2928969628422.01,2992671768083.79,2736282015508.23,2597497094264.29,2569453702667.6,2624580652853.36,2715328958098.48,2826265062439.49,2847372965114.23,2778978520993.44,2675928232741.25,
Georgia,GEO,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3672829938.38651,2658632999.63713,2468775264.99691,2574034114.56177,3012268869.3167,3572676790.32614,3699561945.91213,3472848896.96453,3298147708.2931,3150842324.42796,3362720369.65835,3926189594.96699,4746993178.88801,5914627829.15465,7401118005.15612,9179304817.5787,10762544574.8766,11165706377.6067,11776582936.3402,12781749924.4374,14800794171.8721,15992307060.2641,16730244786.3603,15323191316.6225,14259354509.983,14039050314.4455,
Ghana,GHA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,1359451952.11824,1464929848.31355,1597950908.94999,1803856783.61286,1950437605.58734,1987018197.62848,1860280373.97301,1903972569.60455,2163410728.29795,2423203284.83816,2374066624.60994,2637901011.92225,3074453990.67493,3005564097.30667,2918968562.04531,3132021846.26308,3678042220.49989,4116343281.70777,4642444567.42606,4626812751.83745,4160767451.74553,3797816634.53048,4214656764.97421,4493259375.27058,5177333538.89685,5663458260.2513,6085104485.82694,5765045089.354,5849637026.69867,6301050064.84018,6775699107.90874,6714089652.40446,6202453472.43409,6287984432.55002,6597351429.32244,6985200992.12728,7122410601.39084,7391216457.23051,6465615375.55176,5838724980.92658,5507626443.94903,6555649347.65986,8152799565.4847,10029517557.9123,13313805685.4287,18132966082.1446,26965436864.4241,28651164846.021,30539674907.7696,35158438874.0552,40126129006.1881,49854205740.8906,52388929045.4306,53961298052.8357,51841616135.972,54175622026.5607,
Gibraltar,GIB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367833545.70345,2415534161.75839,2587765889.05207,2737324757.43627,3084940562.21286,3382906565.28192,3505269374.81851,3669091556.36289,3842455079.54349,3888016825.21351,3691025207.73091,3591982843.15063,3325081119.75434,3057709362.28122,2990772246.18456,2968635316.57994,3339916922.48182,3271616054.63465,3529787959.61082,4236782813.08535,5672055610.35773,6345085875.92258,6658451492.15874,6736706174.6129,7141289376.30283,7571688189.63155,8301296171.4939,8586582370.34954,9122883678.50293,10042902909.5403,
"Gambia, The",GMB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,48395287.5069494,48347442.9454709,50731129.4666966,53545338.8539413,58337466.6356614,74418312.0068932,94624122.1062697,123052920.923869,131068882.94351,137836883.860667,157980291.320829,192231775.546184,242710771.978064,254051691.169972,228670007.751376,212992110.843055,209584943.444801,226473972.725845,237978605.275742,267680385.217783,265450587.876434,276036924.282124,292371831.364842,392770654.692265,538927935.558811,753790932.29127,755431347.549534,783890172.947535,817288818.551639,827318772.363318,820170900.947685,818538765.775724,821354094.413302,758143773.915491,624788689.99512,572473266.318677,593152942.686576,586281448.402442,625039096.045628,705937116.138343,840542453.988602,935901248.107934,977538407.90101,888062510.829849,921008361.026962,1065585626.84469,1134933628.02049,1333579395.42227,1313232293.54423,1433312311.06704,
Guinea-Bissau,GNB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,90224341.3947441,99052861.973231,112191893.658729,127834796.785846,117155196.864252,110589562.777003,126867259.704661,138611554.234386,115103820.686938,148700433.516144,158730773.725385,157219950.621431,159166211.591496,172173111.750813,142858783.013345,157419024.950995,170460591.813151,197040401.120422,218659529.841036,243610117.781448,243777346.111263,236932896.087455,233414317.411746,243578137.391344,265377770.87773,272444684.538208,184428969.978352,191831727.94654,251677724.968655,307068110.842694,379389776.856332,423577330.970909,500050120.111323,575316388.083141,607214204.955963,658276537.562501,742792964.111643,830359928.556106,887812981.714161,996373885.130935,1003679735.82206,1049668475.37586,1086852349.50531,1105612763.15432,1164948573.4988,1235827735.86609,
Equatorial Guinea,GNQ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,36066566.8266809,38955852.7584745,43691834.0610094,52142728.3418928,60976907.9875485,80417724.7261732,97125429.0491114,93336685.825554,110248033.011649,115578837.178819,168077002.190296,169594194.808328,128928603.542989,124299518.906775,184027231.046959,467190635.214067,390864170.076327,474644000.722796,466800820.732524,571054434.869595,834424406.210477,817747261.281993,1235368024.26489,2915838580.57348,6359387171.72116,9529642753.30824,12267251926.8628,11300350922.4948,9409204243.68719,11376949894.4793,14289840636.0297,15091684911.1496,14841318707.4244,12669648664.6766,10072324141.2706,8935900802.8371,
Greece,GRC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,5308425741.77444,5985240969.339,6688985549.34986,7587863091.57789,8445657593.77715,9256588287.3758,10283839541.4563,11648283889.2609,13171732518.6447,15031888696.6983,17753461402.0769,22241626529.3185,25497480137.8828,31483146568.9822,34493725147.0316,36643584462.8369,43373275834.4517,53905437828.79,62635017142.618,61961702674.6336,57817799315.3466,51991514851.0232,50841778964.1056,49801851976.7655,53376703039.5712,61353632478.5707,76193550850.1482,83825223564.2003,91514621642.5135,101645984415.61,116489911804.296,116541078202.396,122032382052.461,131117416903.755,142466132001.194,150369394029.919,148056063126.13,143981198307.356,144083261367.802,141926492613.506,143407657722.021,171569876919.297,214524082898.593,250104800436.081,270519302031.87,291121887816.088,317435712872.675,325785814568.154,307604467112.003,276816266243.288,259559585893.946,247121552246.118,241627098543.423,220345087868.956,203369077097.454,194658795607.048,
Grenada,GRD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,101666759.395245,115683054.071348,118822207.117082,121388097.099254,122783178.677885,131847515.208105,149549060.138701,178902221.827331,218518431.131348,244652907.984662,259255645.43738,273202586.083026,293378374.164847,305348169.730087,306201906.336527,319315046.138769,332365965.144147,353221779.167736,371355032.608469,407040577.431346,441876195.266266,473787968.826052,465625348.766416,482366734.330565,549948147.639675,558195564.996851,695779359.75659,674277917.149992,718751935.35339,766069292.063399,710521260.599931,737647773.884197,754214687.481519,755299043.792112,795575152.614365,821851692.946116,854745914.135206,918337866.8687,990369680.752876,
Greenland,GRL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,91193912.3306183,119514694.617576,154791468.775902,188680163.60222,215165540.941338,254082672.570869,303281772.437811,374477759.347837,465589172.129435,464169887.261421,413200013.127691,378799741.662544,355153375.994275,375749058.879617,456925056.344969,620304589.074893,831086188.967728,938473634.695933,872242061.686545,916227331.834676,964284517.264409,916415227.459543,989666513.219794,1086181169.75887,1161801870.90938,1150303407.16409,1146641167.12824,1107440855.84289,1140090031.57635,1092766065.50401,1061822407.9953,1160098784.9285,1464484828.16695,1760579236.01078,1716592999.79808,1967919937.1306,,,,,,,,,,,
Guatemala,GTM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,1136418615.01441,1251542612.42158,1313752328.47087,1374380381.38521,1434175233.40282,1480672814.69319,1624809198.73194,1732144509.99745,1889131397.49369,2035851049.72324,2237039796.56635,2627027883.37353,3210083443.2762,3749063800.26271,4306949155.8387,5103083972.57078,6039555551.286,7273369472.74456,8313657066.81418,8795050472.70955,8493004574.20113,8310266140.34439,8671392573.11782,9183873854.98663,8688551157.99435,8502726300.47572,8423266872.35127,8587527248.4038,8481193013.33796,8996266063.29358,9850624037.30558,11176636170.6089,12330961442.3992,13958919577.498,15179474667.7198,16540657964.0171,17854233110.4764,18722354874.0336,19387511961.6842,19122503367.9557,19718113389.7872,21102474295.9558,23788190692.7043,26273595212.6368,28912697414.7327,32432956761.6699,36255053810.9671,37545767050.0981,39588434064.5354,42727898339.0518,47365146062.1224,51820294703.5615,55166853824.3734,58834276484.6777,62997607515.0724,68650574224.4225,
Guam,GUM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,170366409.341427,157435794.138373,179820766.754692,204811233.304963,213847707.9363,229866590.174804,227979650.121301,244886955.364581,252992917.935448,272274418.510258,284771702.376532,313141584.373036,399681845.372198,506949280.522328,501229358.026326,462856505.426517,475034575.622217,518255876.108248,592925697.492222,575104458.635625,457232717.505901,394458202.649913,362411223.61983,388064094.345466,399540024.593558,345332813.44483,350683816.887149,267800904.56043,293983159.153558,244864474.539435,293390477.146728,350163676.027401,428785567.069215,509387876.713182,633202282.517391,671230896.006628,659696953.48754,646606320.15793,662571887.134405,659405044.198374,664936729.893694,697154175.148451,770958913.68292,810508050.317433,1061039592.48684,1388563942.54837,1831980826.70398,2031547745.713,2173860622.74408,2425002830.11274,2724870020.38583,2948013261.07748,3081288614.19328,3121337994.42806,3296539445.45407,3501635653.81065,
High income,HIC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,1227458246855.21,1314498187826.84,1429539260470.27,1568501506691.15,1728392827650.92,1850179316384.75,2041994298214.46,2242614194345.36,2402260760480.09,2655107824625.05,3073705083463.09,3794698955839.16,4491203322805.16,5070593840362.38,5419244399343.88,5845658946443.44,6709665465534.25,8100697261663.16,9416150738409.22,9887332807299.84,9481789970099.89,9174396616735.76,9585083394533.61,10096553752090.8,11439148205102.1,13771809091063.8,16850390456226,17876123898490.1,18856333687304.8,19779084032303.8,21686071182648.2,22410876223265.3,23696620149910.8,25431085088273,26830486874749.7,27176578847695.4,26344759104662.1,26803965205320.2,28073104575388.2,28211214329797.4,28110061477883.6,30468349878392.6,34977499831804.9,38802645511407,41074053940547.6,43020684800470.2,45283842526800.4,44823033461562.4,46299779397791.3,48104421231006.6,49983473389705,51256872002017,51655141300894.7,50543067859419.3,49717329464158.3,50140580911003.9,
"Hong Kong SAR, China",HKG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,1944895334.58201,2201036721.81224,2508292937.67143,2582134195.85384,2654164655.69003,2811498042.55364,3245768621.2709,3692366667.94645,4296817728.98031,5379746417.99821,7428484312.6135,9422380845.23078,10915300159.7072,13093399452.4418,15312578058.2559,18323952265.9297,23181711826.9062,29010124969.8128,32986977758.4417,33131346591.7302,31467676099.2392,33314653052.4898,33246490482.0529,39938930739.3951,50687564377.3488,60609258970.1856,65684744248.6981,72224286860.0812,82360391563.5342,96083425230.5555,115430751530.14,131684709738.147,145100085644.56,155349731206.012,169210127374.15,164312651576.626,170435946245.772,179502677070.185,176950165202.277,170419941589.028,177284919219.927,190747049698.137,196860746688.92,207670145003.221,221789303295.376,236230618383.118,225575844404.73,236167853962.01,252373378747.899,259861597545.7,276908280474.429,290892997879.121,300223390892.351,315259118907.481,342344450372.522,
Honduras,HND,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,377579727.425581,401186694.494899,437497473.555764,491160324.353374,537855941.634248,580228708.89134,638909097.790975,666668061.460267,709589451.080549,749014096.479789,820262200.088316,950881712.907372,1086298079.04843,1195857262.57105,1334556332.02748,1550490402.83219,2111934885.62495,2978018997.18239,4010680202.44658,4128685670.67387,3997178571.8689,4036642011.56384,4490969682.30019,4957362961.8151,5577633549.44859,6396996265.27353,6584229857.54797,6130540325.71751,5482223145.09795,4798925603.32873,4863995660.87157,5103185537.9162,4871390130.03733,5119171174.3125,5127320668.8839,5471881922.2723,5657572976.30537,5937524372.85721,6682209447.93421,7026188419.80146,7350361189.48591,7936678631.40201,8727049262.54802,9542118832.01135,10297729232.7152,11553219461.2922,12802645820.2869,13256082577.6305,14426028302.0557,15874121470.4415,16993823511.9142,17626535666.0593,17931417572.4963,18747597401.0317,19654758990.2159,20845845242.7109,
Heavily indebted poor countries (HIPC),HPC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,101281343266.707,109267087771.232,104343485951.064,93918492277.2837,92170315271.893,95431706747.1465,110345936346.567,131312691947.446,142655553858.837,140411407460.113,133215466490.302,131076831649.312,129920240424.197,128720295041.188,120428287641.685,126302884528.011,133276309561.906,140627422455.999,141804501267.685,145020193100.043,147007208896.545,147903555618.011,152915968919.075,167960376527.518,198961744025.976,232339607909.951,265232802561.896,309638636958.211,375554247817.464,417379693471.878,452924627096.09,487692867420.693,534720862860.312,568110466309.688,634321906111.734,655327034717.535,664431008242.741,691844596199.941,
Croatia,HRV,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25006050630.7089,24464314660.3458,23275076488.358,23409515798.1345,23064921966.2325,24280350480.2752,28806154009.6454,36661465735.1134,43779868946.7044,48759227162.2681,54810209049.9353,61921068636.5229,61233003761.6671,60931321921.9681,60302337992.8128,57520358006.1589,57714342831.5635,56332884169.2272,54512207784.4416,51603485310.8431,51848595334.1782,
Haiti,HTI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,1400696705.67307,1458566810.16341,1448291136.15909,1473845188.19656,1587665248.78689,1789486126.08205,2095813971.98336,2286991944.3355,2584068629.58327,2586057085.13621,2931399527.77821,3245955321.58689,2876625966.86873,2336541039.99312,1948288030.45653,2378607183.00789,2864792159.47087,3146146901.60202,3310615970.96975,3743170294.9001,3995069226.69531,3855486552.89085,3590794629.17634,3363206072.60728,3409255779.39684,3748818514.35306,4446798444.29728,5239086441.76196,5968303662.00601,6676531045.56744,6503802002.93629,7132243973.56902,7756961902.51915,8361086384.27298,8710544129.31707,8710984923.81613,8475012849.1555,8380922213.38495,
Hungary,HUN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38294713282.3862,42142162413.2077,44364845029.4291,45457002010.4675,45845424581.4653,45869297110.4691,46452555450.7165,47568239573.2358,49092555731.1808,53966866576.6363,67632458766.9705,87900370391.9307,105323339063.165,113764510377.658,118841853041.807,132624401057.828,133108161991.794,130992967337.435,130517900901.432,128087955191.622,132858480111.026,132755149580.624,127551868480.269,122637688915.96,125864266995.494,
IBRD only,IBD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,410683089966.598,419502479670.797,440811550740.773,490371912676.634,539249462216.568,585576973079.527,648445113600.403,803115958141.659,1013738896749.3,1213506757977.36,1291016785024.3,1372446229837.35,1508770438612.07,1772492184535.3,2073682067343.41,2275052512790.68,2282799453625.29,2168878767583.39,2193205697231.1,2294124036816.69,2474509764653.5,2718630301836.53,2925843203774,3018002338047.37,3222292461758.05,3508096538024.35,3741860138488.11,3947645344121.87,4183466129773.87,4579496633256.1,5082660227229.03,5484897221687.27,5385232322183.29,5353002500152.51,5624945569654.48,5728947128937.18,5876517596970.33,6468821071975.72,7597853040989.93,8972285352881.54,10544420712383.8,12667333313478,15113875579618.7,16422030964264.5,18550016507392.5,20889885957184.5,23912458405034.3,26120650903968.4,27233721321515.3,26772652259895.4,26501348612325.7,27251927118410.4,
IDA & IBRD total,IBT,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,457692112679.368,468533181117.093,493248521006.281,549050691954.985,606586280325.348,658223853227.795,727716041174.983,891438016212.258,1129012843522.27,1353412852573.98,1449733810772.87,1542548274384.43,1696103136796.21,1994921910919.57,2339147098786.29,2584388600309,2620102571406.25,2516113451170.26,2508240589684.02,2602770590680.24,2786222061951.75,3055083578665.57,3282805322534.65,3360794271904.43,3564824923356.99,3846369628169.47,4086860207558.3,4277451179905.04,4502075736959.96,4913918901982.5,5446367357095.5,5872712253959.86,5778350090973.4,5755792002500.74,6042208272534.81,6164466664024.56,6338402804162.01,6977056989525.03,8198513249803.16,9673667418338.1,11368178973683.7,13631000209688.8,16272050802226,17693638945824.4,19943820072651.1,22403339776988.9,25615661116157.6,27989801628285.4,29279648620681.8,28866635448398.5,28580767452786.8,29355718050342.6,
